LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000442,7/4/2012,0.105,0.13662500000000002,0.8690000000000001,48,0.13466500990835378,6.558000000000001,0.032
MAC000442,8/4/2012,0.10700000000000001,0.11508333333333333,0.308,48,0.072358691,5.524,0.027999999999999997
MAC000442,9/4/2012,0.0865,0.10549999999999998,0.377,48,0.072937163,5.063999999999999,0.027999999999999997
MAC000442,10/4/2012,0.0715,0.11208333333333333,0.685,48,0.12044807009102508,5.38,0.027999999999999997
MAC000442,11/4/2012,0.11549999999999999,0.13025,0.371,48,0.084722953,6.252,0.027999999999999997
MAC000442,12/4/2012,0.074,0.10352083333333333,0.287,48,0.07282681,4.968999999999999,0.027000000000000003
MAC000442,13/4/2012,0.1055,0.12899999999999998,0.5579999999999999,48,0.097731939,6.191999999999998,0.028999999999999998
MAC000442,14/4/2012,0.134,0.15295833333333334,0.5820000000000001,48,0.11168934087569964,7.3420000000000005,0.044000000000000004
MAC000442,15/4/2012,0.0675,0.085541667,0.289,48,0.05733105,4.105999999999999,0.027000000000000003
MAC000442,16/4/2012,0.057499999999999996,0.09575,0.511,48,0.098195961,4.596,0.028999999999999998
MAC000442,17/4/2012,0.073,0.1116875,0.305,48,0.081690427,5.361,0.027999999999999997
MAC000442,18/4/2012,0.14750000000000002,0.14704166666666668,0.47200000000000003,48,0.093368626,7.058000000000001,0.033
MAC000442,19/4/2012,0.084,0.10872916666666667,0.456,48,0.07948899,5.219,0.033
MAC000442,20/4/2012,0.0655,0.095729167,0.301,48,0.068904108,4.594999999999999,0.026000000000000002
MAC000442,21/4/2012,0.0725,0.13745833333333335,0.833,48,0.15652719950346383,6.598000000000001,0.032
MAC000442,22/4/2012,0.0965,0.11585416666666669,0.385,48,0.077272656,5.561000000000001,0.034
MAC000442,23/4/2012,0.071,0.10475000000000001,0.33,48,0.076819905,5.0280000000000005,0.027000000000000003
MAC000442,24/4/2012,0.0825,0.10543750000000002,0.392,48,0.081870917,5.061000000000001,0.026000000000000002
MAC000442,25/4/2012,0.1185,0.12791666666666665,0.307,48,0.07150088,6.139999999999999,0.034
MAC000442,26/4/2012,0.085,0.12120833333333335,0.46799999999999997,48,0.094698167,5.8180000000000005,0.026000000000000002
MAC000442,27/4/2012,0.078,0.097875,0.311,48,0.059338776744485684,4.698000000000001,0.026000000000000002
MAC000442,28/4/2012,0.0655,0.1029375,0.7979999999999999,48,0.1201200474436817,4.941,0.025
MAC000442,29/4/2012,0.10450000000000001,0.11841666666666666,0.366,48,0.073583889,5.683999999999999,0.034
MAC000442,30/4/2012,0.071,0.088375,0.243,48,0.055313276,4.242,0.025
MAC000442,1/5/2012,0.0815,0.10179166666666668,0.26899999999999996,48,0.062091887,4.886000000000001,0.026000000000000002
MAC000442,2/5/2012,0.0775,0.11589583333333335,0.43700000000000006,48,0.091397248,5.563000000000001,0.026000000000000002
MAC000442,3/5/2012,0.149,0.1762708333333333,0.6,48,0.12262045568534748,8.460999999999999,0.038
MAC000442,4/5/2012,0.087,0.16956250000000003,1.237,48,0.22678088649338024,8.139000000000001,0.033
MAC000442,5/5/2012,0.077,0.10506249999999999,0.282,48,0.066120588,5.042999999999999,0.032
MAC000442,6/5/2012,0.0765,0.11418749999999998,0.39899999999999997,48,0.084439493,5.480999999999999,0.027000000000000003
MAC000442,7/5/2012,0.069,0.10704166666666663,0.563,48,0.10112283626453719,5.137999999999998,0.025
MAC000442,8/5/2012,0.112,0.12308333333333332,0.278,48,0.068284709,5.9079999999999995,0.027000000000000003
MAC000442,9/5/2012,0.0885,0.11193749999999998,0.322,48,0.066057488,5.372999999999999,0.03
MAC000442,10/5/2012,0.076,0.10512500000000001,0.297,48,0.071728099,5.046,0.033
MAC000442,11/5/2012,0.081,0.12833333333333333,0.8009999999999999,48,0.12575598345958144,6.16,0.027000000000000003
MAC000442,12/5/2012,0.062,0.099395833,0.616,48,0.1167909096548793,4.771000000000002,0.027999999999999997
MAC000442,13/5/2012,0.0645,0.1489166666666667,1.194,48,0.23027234877407463,7.1480000000000015,0.028999999999999998
MAC000442,14/5/2012,0.064,0.0875625,0.24100000000000002,48,0.053078386934556215,4.202999999999999,0.026000000000000002
MAC000442,15/5/2012,0.092,0.10931249999999999,0.252,48,0.060876979630531694,5.247,0.028999999999999998
MAC000442,16/5/2012,0.0935,0.10135416666666665,0.23600000000000002,48,0.053420647,4.864999999999999,0.027999999999999997
MAC000442,17/5/2012,0.096,0.10927083333333336,0.33899999999999997,48,0.06282659,5.245000000000001,0.033
MAC000442,18/5/2012,0.0675,0.089291667,0.289,48,0.052006529,4.286000000000001,0.04
MAC000442,19/5/2012,0.057,0.076854167,0.237,48,0.051732532,3.6890000000000005,0.027000000000000003
MAC000442,20/5/2012,0.0845,0.11266666666666665,0.426,48,0.072862544,5.4079999999999995,0.034
MAC000442,21/5/2012,0.075,0.090208333,0.222,48,0.046782865718366325,4.33,0.027999999999999997
MAC000442,22/5/2012,0.0605,0.080041667,0.29,48,0.055343015,3.8419999999999996,0.026000000000000002
MAC000442,23/5/2012,0.0665,0.099458333,0.583,48,0.092239503,4.774,0.027000000000000003
MAC000442,24/5/2012,0.077,0.11108333333333333,0.607,48,0.090986048,5.332,0.027999999999999997
MAC000442,25/5/2012,0.071,0.083729167,0.23600000000000002,48,0.045282442,4.019000000000001,0.028999999999999998
MAC000442,26/5/2012,0.079,0.1094791666666667,0.327,48,0.066967756,5.255000000000002,0.037000000000000005
MAC000442,27/5/2012,0.0985,0.13868750000000005,0.825,48,0.13360439479489675,6.657000000000002,0.040999999999999995
MAC000442,28/5/2012,0.076,0.090770833,0.251,48,0.049623793016388154,4.357000000000001,0.039
MAC000442,29/5/2012,0.083,0.10354166666666666,0.429,48,0.067147332,4.97,0.03
MAC000442,30/5/2012,0.082,0.13179166666666667,0.524,48,0.1036928685730499,6.326,0.044000000000000004
MAC000442,31/5/2012,0.071,0.095125,0.257,48,0.058974796,4.566,0.028999999999999998
MAC000442,1/6/2012,0.0805,0.10495833333333333,0.263,48,0.057624226,5.038,0.042
MAC000442,2/6/2012,0.082,0.11852083333333331,0.51,48,0.097797009,5.688999999999999,0.037000000000000005
MAC000442,3/6/2012,0.116,0.14291666666666664,0.711,48,0.13130180166535174,6.8599999999999985,0.028999999999999998
MAC000442,4/6/2012,0.0865,0.099833333,0.23800000000000002,48,0.048223916,4.792,0.035
MAC000442,5/6/2012,0.0865,0.1039375,0.256,48,0.054159892,4.989,0.034
MAC000442,6/6/2012,0.087,0.11475,0.325,48,0.066674344,5.508,0.042
MAC000442,7/6/2012,0.0915,0.1272083333333333,0.38799999999999996,48,0.088152662,6.105999999999999,0.037000000000000005
MAC000442,8/6/2012,0.0935,0.0995625,0.231,48,0.0503126,4.779000000000002,0.035
MAC000442,9/6/2012,0.068,0.0851875,0.22,48,0.054881945,4.089,0.028999999999999998
MAC000442,10/6/2012,0.0745,0.16466666666666666,1.395,48,0.2304830573302777,7.903999999999999,0.027000000000000003
MAC000442,11/6/2012,0.0745,0.10914583333333332,0.284,48,0.073578151,5.238999999999999,0.027000000000000003
MAC000442,12/6/2012,0.0655,0.089416667,0.23600000000000002,48,0.054949042,4.291999999999999,0.027000000000000003
MAC000442,13/6/2012,0.0725,0.094875,0.307,48,0.059512782,4.553999999999999,0.027000000000000003
MAC000442,14/6/2012,0.067,0.084916667,0.257,48,0.051267274,4.075999999999999,0.038
MAC000442,15/6/2012,0.0675,0.0784375,0.17300000000000001,48,0.037720645202171256,3.7650000000000006,0.027999999999999997
MAC000442,16/6/2012,0.069,0.078916667,0.23399999999999999,48,0.041405536,3.7880000000000003,0.027999999999999997
MAC000442,17/6/2012,0.0665,0.071458333,0.17800000000000002,48,0.034307097667313824,3.43,0.027999999999999997
MAC000442,18/6/2012,0.0635,0.083770833,0.267,48,0.057115873,4.021,0.027999999999999997
MAC000442,19/6/2012,0.082,0.10429166666666666,0.445,48,0.07182513,5.005999999999999,0.032
MAC000442,20/6/2012,0.059,0.0898125,0.574,48,0.091246138,4.311,0.032
MAC000442,21/6/2012,0.073,0.13375000000000004,1.104,48,0.19946785588639315,6.420000000000002,0.033
MAC000442,22/6/2012,0.068,0.094166667,0.239,48,0.058743341255362486,4.52,0.027999999999999997
MAC000442,23/6/2012,0.0705,0.09125,0.324,48,0.061490528590856804,4.380000000000001,0.027000000000000003
